labeled/20210331_1377111842085806080.wav	实际上我如果把它比成一个人
labeled/20210331_1377111841477632000.wav	我们人类呢从这个去打猎变成了把这个动物可以饲养
labeled/20210331_1377111841460854784.wav	它们给人类有了很多可以值得加工的材料
labeled/20210331_1377111841452466176.wav	包括石头中的那个玉石啊更是最为珍贵的矿物
labeled/20210331_1377111840802349057.wav	出行啊打打仗啊这些都要去占卜
labeled/20210331_1377111842790449152.wav	所以我们学习你要带领你的学生以这个为例
labeled/20210331_1377111842786254849.wav	跟功能跟工艺的结合特别结合在一起
labeled/20210331_1377111842786254848.wav	又把蝴蝶作为一个角的一个变化
labeled/20210331_1377111842782060544.wav	你看蝴蝶能组合成这么漂亮的图案
labeled/20210331_1377111842777866240.wav	符合我们老前辈雷圭元先生的宗旨
labeled/20210331_1377111842773671936.wav	那么这个例子是个
labeled/20210331_1377111842769477632.wav	那我看今天您还带来了一个就是民间艺术的一个范例
labeled/20210331_1377111842765283329.wav	所以这门课呢也是为了让年轻学子们对
labeled/20210331_1377111842765283328.wav	但是对中国的东西呢有一些确实是他们还没有什么了解
labeled/20210331_1377111842761089024.wav	因为对世界的东西国外的东西他们接触得多
labeled/20210331_1377111842756894721.wav	来给我们就是说还算是比较扎实的学习了这个传统的东西
labeled/20210331_1377111842756894720.wav	像我们上学的时候有您这样老一辈的工艺美术教育家
labeled/20210331_1377111842752700416.wav	因为传承呢我觉得是不能中断的
labeled/20210331_1377111842748506112.wav	你继续延续了我们这个承前启后的这种做法
labeled/20210331_1377111842744311808.wav	你算是算是我的一个很重要的一个团队
labeled/20210331_1377111842740117504.wav	你很早多少年前你就搞了一个中国传统的文化的历史
labeled/20210331_1377111842735923201.wav	但是对我们传统东西要按照你现在你刚才讲的
labeled/20210331_1377111842735923200.wav	尤其现在对年轻人来说更加的重要
labeled/20210331_1377111842731728897.wav	所以这个这个发展的历史和我们专业的发展很重要也是一致的
labeled/20210331_1377111842731728896.wav	要有中国特色的社会主义
labeled/20210331_1377111842727534592.wav	还有我们当时老前辈也讲古为今用洋为中用也不是
labeled/20210331_1377111842723340289.wav	改革开放嘛现在处于一个40年的改革开放
labeled/20210331_1377111842723340288.wav	我觉得我们的教育的改革
labeled/20210331_1377111842719145984.wav	然后临摹完了给你们个课题搞一个设计
labeled/20210331_1377111842714951680.wav	我觉得我们现在的艺术这个设计的这个教育也应该按照这个思路去走
labeled/20210331_1377111842710757376.wav	这个很重要
labeled/20210331_1377111842706563073.wav	然后做这种对传统图案的这种吸收和继续的这个创新的尝试
labeled/20210331_1377111842706563072.wav	所以给你授课的时候你也反反复复的
labeled/20210331_1377111842702368768.wav	很重要的一个民族的一个重要的地区
labeled/20210331_1377111842698174464.wav	就是按照我所熟悉的敦煌的丝绸之路的
labeled/20210331_1377111842693980161.wav	但是我是按照一个思路
labeled/20210331_1377111842693980160.wav	各个方面的传统的装饰图案是取之不尽用之不竭的
labeled/20210331_1377111842689785856.wav	因为我们五千年的历史
labeled/20210331_1377111842685591552.wav	敦煌的装饰图案为主
labeled/20210331_1377111842681397248.wav	而且我侧重在专业方面呢就是在专程的研究丝绸之路
labeled/20210331_1377111842677202944.wav	崇仰这个我们学习传统这个文化艺术
labeled/20210331_1377111842673008641.wav	老前辈一直在
labeled/20210331_1377111842673008640.wav	是我们中央工艺美院第几代人了
labeled/20210331_1377111842660425728.wav	它应该有怎样的意义
labeled/20210331_1377111842656231424.wav	那我们中国的悠久的古代的传统以及这些传统装饰艺术
